,id,score,response,cand,question,knowledge_ans,knowledge,label
703,349,0.0,he is a great rapper . he was an english singer and songwriter .,an english singer,What was he a songwriter?,singer-songwriter,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",1
704,349,0.0,he is a great rapper . he was an english singer and songwriter .,songwriter,"Along with being a singer, what else was he known for?",international musical and cultural icon,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",1
705,350,0.0,"i ' m not sure , but i do know that kayaks were used in egyptian tombs .",kayaks,What was used in egyptian tombs?,[CLS],"They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.",1
706,350,0.0,"i ' m not sure , but i do know that kayaks were used in egyptian tombs .",egyptian tombs,Where were kayaks used?,[CLS],"They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.",1
707,351,0.6666666666666666,"i ' m not sure , but the pembroke welsh corgi is the cardigan .",the pembroke welsh corgi,What is the cardigan called?,cardigan welsh corgi,Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,1
708,351,0.0,"i ' m not sure , but the pembroke welsh corgi is the cardigan .",the cardigan,What is the pembroke welsh corgi?,breeds,Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,1
709,352,0.0,they are the second most popular dog in 2014 .,second,Where do dogs rank in popularity in 2014?,sixth,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",1
710,352,0.0,they are the second most popular dog in 2014 .,2014,In what year were dogs the second most popular?,[CLS],"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",1
711,352,0.0,they are the second most popular dog in 2014 .,they,What is the second most popular dog in 2014?,[CLS],"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",1
712,353,-1.0,"i ' m not sure , but i do know that it ' s often used to be restricted to the treatment of animals .",NO_Q,NO_Q,NO_Q,"In many cases, the activities that may be undertaken by a veterinarian (such as treatment of illness or surgery in animals) are restricted only to those professionals who are registered as a veterinarian.",1
713,354,0.0,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .",the 15th century,Since when has the illusion of the earth been around?,[CLS],"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",1
714,354,0.0,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .",the illusion,What is the existence of the earth?,[CLS],"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",1
715,354,0.0,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .",the earth,What is the illusion of?,a moving sun,"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",1
716,355,0.0,"i ' m not sure , but i do know that dust cells are largely found in human life .",dust cells,What are largely found in human life?,[CLS],"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",1
717,355,0.0,"i ' m not sure , but i do know that dust cells are largely found in human life .",human life,Dust cells are found in what?,[CLS],"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",1
718,356,0.0,"i ' m not sure , but walmart is also owned by brazil and chile .",brazil,"Along with chile, what country owns walmart?",argentina,"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",1
719,356,0.0,"i ' m not sure , but walmart is also owned by brazil and chile .",walmart,What store is owned by brazil and chile?,[CLS],"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",1
720,356,0.0,"i ' m not sure , but walmart is also owned by brazil and chile .",chile,Walmart is owned by brazil and what other country?,[CLS],"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",1
721,357,-1.0,"i ' m not sure , but i do know that they experimented with several styles of rock and roll .",NO_Q,NO_Q,NO_Q,"Rooted in skiffle, beat and 1950s rock and roll, the Beatles later experimented with several musical styles, ranging from pop ballads and Indian music to psychedelia and hard rock, often incorporating classical elements and unconventional recording techniques in innovative ways.",1
722,358,0.0,it ' s a great place to visit . greece is the highest mountain in greece .,greece,What is the highest mountain in Greece?,mount olympus,"Eighty percent of Greece is mountainous, with Mount Olympus being the highest peak at .",1
723,358,0.0,it ' s a great place to visit . greece is the highest mountain in greece .,greece,What is the highest mountain in Greece?,mount olympus,"Eighty percent of Greece is mountainous, with Mount Olympus being the highest peak at .",1
724,359,0.0,have you ever played the lord of the rings ? it ' s a fictional humanoid creature .,the rings,Who is the lord of?,[CLS],An orc (also spelled as ork) is a fictional humanoid creature that is part of a fantasy race akin to goblins.,1
725,359,0.0,have you ever played the lord of the rings ? it ' s a fictional humanoid creature .,a fictional humanoid creature,What is the lord of the rings?,[CLS],An orc (also spelled as ork) is a fictional humanoid creature that is part of a fantasy race akin to goblins.,1
726,360,0.0,"i am not sure , but i do know that orcs are based on the lord of the rings .",orcs,Who is based on the lord of the rings?,[CLS],"While the overall concept of orcs draws on a variety of pre-existing mythology, the main conception of the creatures stems from the fantasy writings of J. R. R. Tolkien, in particular ""The Lord of the Rings"".",1
727,360,0.0,"i am not sure , but i do know that orcs are based on the lord of the rings .",the rings,Who is the lord of?,[CLS],"While the overall concept of orcs draws on a variety of pre-existing mythology, the main conception of the creatures stems from the fantasy writings of J. R. R. Tolkien, in particular ""The Lord of the Rings"".",1
