,id,score,response,cand,question,knowledge_ans,knowledge,label
771,349,0.0,bob marley is one of my favorite jamaican singers .,my favorite jamaican singers,bob marley is one of what?,singer-songwriter,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",0
772,350,1.0,well they used whale skeleton and whale skeleton to construct frame of kayak,frame,What part of the kayak did they construct?,the frame,"They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.",1
773,350,1.0,well they used whale skeleton and whale skeleton to construct frame of kayak,kayak,What type of boat did they build?,kayak,"They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.",1
774,351,1.0,"i ' m not sure , but there are two different breeds of corgis .",two,How many different breeds of corgis are there?,two,Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,0
775,351,0.0,"i ' m not sure , but there are two different breeds of corgis .",corgis,There are two different breeds of what animal?,corgi,Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,0
776,352,0.0,they are the 4th most popular breed in the uk .,4th,Where do dogs rank in popularity in the UK?,fourth,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",0
777,352,0.0,they are the 4th most popular breed in the uk .,uk,In what country are dogs the 4th most popular?,united kingdom,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",0
778,352,0.0,they are the 4th most popular breed in the uk .,they,What is the 4th most popular breed in the UK?,[CLS],"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",0
779,352,0.0,they are the 4th most popular breed in the uk .,the uk,In what country are dogs the 4th most popular?,united kingdom,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",0
780,353,-1.0,i wanted to help with treatment of animals such as surgery .,NO_Q,NO_Q,NO_Q,"In many cases, the activities that may be undertaken by a veterinarian (such as treatment of illness or surgery in animals) are restricted only to those professionals who are registered as a veterinarian.",0
781,354,0.0,i ' m not really sure but i do know that religions and mythos have been around for a long time .,religions,What are mythos and what have been around for a long time?,[CLS],"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",0
782,354,0.0,i ' m not really sure but i do know that religions and mythos have been around for a long time .,mythos,Religions and what have been around for a long time?,,"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",0
783,354,0.0,i ' m not really sure but i do know that religions and mythos have been around for a long time .,a long time,How long have religions and mythos been around?,[CLS],"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",0
784,355,0.0,"i don ' t think there ' s a "" best "" way - it ' s all up to you . i ' m sure there are a lot of different ways .",you,Who decides the best way to do things?,[CLS],"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",0
785,355,0.0,"i don ' t think there ' s a "" best "" way - it ' s all up to you . i ' m sure there are a lot of different ways .",a lot,How many different ways are there?,[CLS],"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",0
786,355,0.0,"i don ' t think there ' s a "" best "" way - it ' s all up to you . i ' m sure there are a lot of different ways .",different ways,i' m sure there are a lot of what?,[CLS],"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",0
787,356,0.0,yes there is . walmart has owned operations all over the world .,walmart,What company has operations all over the world?,[CLS],"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",1
788,356,0.0,yes there is . walmart has owned operations all over the world .,the world,Walmart has operations all over what?,[CLS],"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",1
789,357,0.6666666666666666,"i ' m not sure , but i know they experimented with various musical styles .",various musical styles,What did they experiment with?,several musical styles,"Rooted in skiffle, beat and 1950s rock and roll, the Beatles later experimented with several musical styles, ranging from pop ballads and Indian music to psychedelia and hard rock, often incorporating classical elements and unconventional recording techniques in innovative ways.",0
790,358,0.0,"well , it ' s one of the most mountainous countries in the world .",the world,It's one of the most mountainous countries in what world?,[CLS],"Eighty percent of Greece is mountainous, with Mount Olympus being the highest peak at .",0
791,359,0.0,i love playing as orcs . they are fictional humanoids .,orcs,What are fictional humanoids?,[CLS],An orc (also spelled as ork) is a fictional humanoid creature that is part of a fantasy race akin to goblins.,0
792,359,0.4,i love playing as orcs . they are fictional humanoids .,fictional humanoids,What are orcs?,a fictional humanoid creature,An orc (also spelled as ork) is a fictional humanoid creature that is part of a fantasy race akin to goblins.,0
793,360,0.0,"i ' m not sure about everquest , but i do know that orcs have a lot of pre existing mythology .",orcs,Who has a lot of pre-existing mythology?,[CLS],"While the overall concept of orcs draws on a variety of pre-existing mythology, the main conception of the creatures stems from the fantasy writings of J. R. R. Tolkien, in particular ""The Lord of the Rings"".",0
794,360,0.0,"i ' m not sure about everquest , but i do know that orcs have a lot of pre existing mythology .",a lot,How much pre-existing mythology do orcs have?,[CLS],"While the overall concept of orcs draws on a variety of pre-existing mythology, the main conception of the creatures stems from the fantasy writings of J. R. R. Tolkien, in particular ""The Lord of the Rings"".",0
